0.4 a
0.766666666667 a
1.23333333333 a
1.7 a
2.16666666667 a
2.56666666667 a
3.03333333333 a
3.46666666667 a
3.86666666667 a
4.26666666667 a
4.73333333333 a
5.13333333333 a
5.53333333333 a
5.96666666667 a
6.4 a
6.8 a
7.2 a
7.63333333333 a
8.06666666667 a
8.5 a
8.93333333333 a
9.33333333333 a
9.7 a
10.1333333333 a
10.5333333333 a
10.9333333333 a
11.4 a
11.8 a
12.2 a
12.7 a
13.0666666667 a
13.5 a
13.9333333333 a
14.3333333333 a
14.7666666667 a
15.2 a
15.6666666667 a
16.0666666667 a
16.5333333333 a
16.9 a
17.3333333333 a
17.8 a
18.2 a
18.6 a
19.0666666667 a
19.4666666667 a
19.8666666667 a
20.3333333333 a
20.7666666667 a
21.1666666667 a
21.6333333333 a
22.1 a
22.5 a
22.9666666667 a
23.4 a
23.8 a
24.2 a
24.6666666667 a
25.0666666667 a
25.5 a
25.9 a
26.3333333333 a
26.7666666667 a
27.2333333333 a
27.6666666667 a
28.2 a
28.6 a
29.0666666667 a
29.5333333333 a
30.0333333333 a
30.5 a
30.9 a
31.3333333333 a
31.8 a
32.3 a
32.8 a
33.3 a
33.8 a
34.2666666667 a
34.6666666667 a
34.9666666667 a
